"actividades legislativas","Actividades primarias","Comercio al por mayor","construcción","Corporativos","Enegía ","Industria manufactureras","Información en medios masivos","Minería ","Servicios de apoyo ","Servicios de esparcimiento","Salud","Servicios educativos","Servicios financieros y seguros","Servicios inmobiliarios ","Servicios profesionales y técnicos ","Transporte","Comercio al pormenor","Servicios no gubernamentales","Servicios de alojamiento y alimentación"
1,0,1,0,0,0,50,0,0,1,0,2,5,0,0,0,0,42,7,3
2,0,0,0,0,1,21,1,0,0,0,3,6,0,0,0,0,31,6,5
2,0,2,0,0,1,2,0,0,0,1,2,2,0,0,0,0,0,5,1
86,8,136,22,0,6,862,18,0,52,48,239,127,74,111,118,72,2441,851,1357
1,0,0,0,0,1,24,0,0,1,0,2,3,0,0,0,0,23,3,5
2,0,0,0,0,1,9,0,0,0,1,2,3,0,0,0,0,0,4,2
1,0,0,0,0,1,2,0,0,0,0,3,3,0,0,0,0,0,3,0
2,1,0,0,0,1,10,0,0,0,0,1,3,0,0,0,0,0,5,3
2,0,1,0,0,1,2,0,0,0,1,1,6,0,0,0,0,40,6,4
62,8,42,8,0,6,552,10,0,17,20,143,156,37,25,32,41,1427,411,800
4,0,13,0,0,3,138,4,0,1,1,12,12,2,3,3,3,315,56,36
4,1,2,0,0,1,25,1,0,0,0,4,4,1,0,0,0,41,10,14
16,45,20,0,0,1,102,5,1,6,3,28,17,14,4,8,8,357,112,195
1,0,0,0,0,1,349,0,0,0,20,1,3,0,0,0,0,0,2,1
1,0,0,0,0,1,38,0,0,0,0,2,5,0,0,0,0,29,4,10
1,0,1,0,0,0,45,0,1,3,0,4,2,1,0,1,0,47,8,17
3,0,0,0,0,1,120,1,0,1,0,4,5,0,0,0,0,38,11,8
1,0,0,0,0,1,2,0,0,0,2,1,1,0,0,0,0,0,3,1
2,0,4,0,0,1,29,1,2,0,1,7,7,2,0,1,1,73,24,28
40,99,116,4,0,6,640,14,0,16,27,124,103,15,21,23,36,1677,479,803
2,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,0,5,1
2,0,1,0,0,1,6,1,0,0,1,3,4,0,0,0,2,0,7,5
22,0,17,1,0,3,37,4,0,1,3,21,12,5,2,3,1,195,59,81
21,1,21,3,0,3,141,2,0,13,11,72,27,14,13,21,5,440,145,180
18,0,4,0,0,1,41,4,0,6,4,9,8,5,2,3,4,151,43,57
2,0,0,0,0,0,18,1,0,0,1,1,5,0,0,1,0,21,7,9
3,0,0,0,0,1,0,1,0,0,2,3,2,0,0,0,1,0,6,0
3,0,2,0,0,1,17,1,0,0,2,7,3,4,4,1,1,113,19,54
5,0,1,0,0,2,30,0,0,1,0,6,5,2,2,1,3,58,14,14
3,0,1,0,0,1,18,1,0,0,0,3,4,3,1,0,0,46,16,13
1,0,4,0,0,1,28,2,0,0,0,6,4,0,0,2,0,55,13,24
3,0,1,0,0,1,279,1,0,2,0,3,4,1,0,1,0,77,13,15
1,0,0,0,0,1,102,0,0,1,0,4,5,1,0,0,0,59,5,8
3,0,5,2,0,1,31,2,0,2,4,10,7,1,1,2,1,150,38,39
3,0,0,0,0,1,83,1,0,0,0,2,3,2,1,0,1,53,7,14
6,1,17,15,1,2,103,1,0,9,10,49,22,5,17,15,6,371,161,189
2,0,0,1,0,7,8,1,0,1,0,5,6,0,0,0,0,41,12,6
1,0,0,0,0,1,69,0,0,1,0,1,4,0,0,0,0,0,8,4
1,0,0,0,0,1,69,1,0,0,0,1,5,0,1,0,0,0,4,10
2,1,0,0,0,1,5,0,0,0,0,2,3,0,0,0,0,0,2,1
3,0,0,0,0,1,13,0,0,0,1,1,3,0,0,0,0,13,1,3
12,0,1,0,0,2,289,1,0,1,8,5,4,0,3,0,3,93,21,19
1,0,0,0,0,1,18,1,0,1,0,2,4,1,0,0,0,23,5,5
1,0,0,0,0,1,9,0,0,0,0,2,4,0,1,0,0,38,6,9
2,0,1,0,0,1,6,0,0,0,0,1,4,0,1,0,1,0,6,1
3,0,1,0,0,1,58,0,0,3,2,6,6,0,3,0,1,119,26,31
1,0,0,0,0,1,3,0,0,0,0,2,3,0,0,0,0,0,3,1
2,0,0,0,0,1,21,1,0,0,3,6,3,0,0,1,0,24,9,19
5,2,1,0,0,1,39,0,0,1,1,6,12,0,0,0,0,75,28,63
15,1,22,0,0,4,275,3,0,5,7,49,22,12,2,2,11,801,124,323
6,4,0,0,0,1,10,0,0,1,3,6,7,0,0,0,0,0,14,10
5,0,0,0,0,1,32,1,0,0,2,4,6,1,0,1,0,122,13,17
1,0,2,0,0,1,234,0,0,3,1,3,6,1,4,2,3,125,24,63
2,0,2,0,0,1,45,0,0,0,1,6,4,0,0,1,1,42,6,12
1,0,4,0,0,1,33,1,1,3,3,7,4,0,1,2,0,68,21,21
1,0,0,0,0,1,2,1,0,1,1,2,5,1,0,0,0,14,5,4
5,0,3,0,0,2,10,1,0,1,1,6,4,1,2,0,1,28,5,9
5,0,1,0,0,1,1,1,0,2,0,5,3,0,0,0,0,33,8,7
1,0,0,0,0,1,26,0,0,0,0,2,4,0,0,0,0,0,6,0
2,0,0,0,0,1,9,0,0,1,0,1,3,0,0,0,0,28,5,2
8,0,3,4,0,3,117,2,0,4,5,23,13,0,9,8,1,311,135,106
2,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,14,5,1
7,0,7,0,0,2,29,3,0,3,2,10,4,2,0,1,3,95,22,39
2,0,1,0,0,1,48,1,0,0,1,3,3,2,1,1,0,52,12,14
5,0,1,0,0,2,4,0,0,0,0,6,5,0,0,0,0,40,4,3
5,0,0,0,0,1,220,1,0,2,0,3,4,1,2,3,0,60,15,28
1,0,6,0,0,1,39,3,0,3,0,4,5,1,1,0,0,139,29,24
1,0,1,0,0,1,7,1,0,0,0,2,4,0,1,0,0,34,4,5
1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0
1,1,3,0,0,1,357,1,0,1,1,2,7,0,0,0,0,97,13,11
56,1,100,37,0,3,683,7,0,29,57,261,143,56,48,89,41,2167,972,809
7,0,3,0,0,1,1,1,0,0,0,6,5,1,0,3,3,61,12,15
3,0,2,0,0,1,44,0,0,1,1,8,6,0,3,0,0,115,40,44
1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,15,5,5
1,0,0,0,0,1,35,0,0,0,0,2,3,0,0,0,0,0,2,2
100,0,71,71,0,6,522,8,0,34,44,222,82,45,60,116,18,1301,758,602
1,0,1,0,0,1,14,0,0,2,1,2,6,1,0,0,0,39,8,1
7,0,2,0,0,1,10,1,0,0,0,4,4,1,0,0,0,48,5,11
1,0,3,0,0,1,51,0,0,0,1,3,5,1,3,0,1,159,14,20
1,0,0,0,0,1,20,1,0,1,1,4,7,0,1,1,0,37,3,9
2,0,0,0,0,1,44,0,0,0,2,2,5,0,0,0,0,0,7,0
3,0,0,0,0,1,99,1,0,1,1,4,4,0,0,0,0,43,9,14
47,0,110,23,0,5,336,18,0,31,25,155,63,38,27,83,60,1628,417,478
2,0,13,0,0,2,95,0,3,3,6,11,8,3,4,5,2,239,50,70
9,0,14,1,0,3,729,1,2,11,19,52,40,5,19,17,2,721,300,210
2,0,1,0,0,1,20,1,0,2,1,6,9,0,0,0,0,68,14,9
58,1,21,3,0,2,301,4,0,14,15,93,114,14,43,10,3,785,254,677
1,0,1,0,0,1,28,0,0,1,1,2,3,0,0,0,0,44,9,14
3,0,16,1,0,1,38,1,0,3,2,7,9,4,3,3,0,108,31,52
2,0,0,0,0,1,11,1,0,0,0,1,2,1,0,0,0,0,7,4
5,0,0,0,0,1,30,1,0,0,1,3,4,0,0,0,0,56,9,7
8,15,6,0,0,0,33,2,0,8,2,12,10,2,0,3,2,236,47,49
2,0,3,0,0,0,36,0,0,0,1,4,5,1,0,0,1,72,13,14
2,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,5,0
9,0,8,0,0,9,80,4,0,5,7,25,24,3,8,8,3,349,128,187
7,0,0,0,0,1,16,0,0,0,0,2,4,1,0,0,0,0,4,2
2,0,0,0,0,1,20,0,0,0,0,3,4,0,2,0,0,31,11,10
3,0,1,0,0,0,68,1,0,0,1,3,5,2,0,0,0,78,17,52
57,11,51,18,0,11,439,19,0,52,48,166,108,97,75,54,57,1665,536,972
4,1,5,0,0,1,227,4,0,6,3,9,12,1,0,0,2,182,35,61
2,0,2,0,0,1,20,1,0,0,2,3,7,0,1,0,2,79,15,18
1,0,0,0,0,1,140,1,0,0,0,1,4,0,0,0,0,0,4,1
4,0,1,0,0,1,17,0,0,1,1,4,4,1,1,0,0,60,14,17
8,37,6,0,0,2,175,5,0,4,5,32,21,7,9,9,6,382,130,203
1,0,0,0,0,1,15,1,0,0,1,3,3,0,0,0,0,22,8,5
2,0,0,0,0,1,4,0,0,1,0,2,6,1,0,0,1,44,4,7
5,0,2,0,0,3,62,0,0,1,3,10,7,1,0,2,0,129,43,101
1,0,0,0,0,1,10,1,0,0,0,2,3,1,0,0,0,0,5,0
2,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,3,1
2,0,0,0,0,1,5,0,0,2,0,2,4,0,0,1,1,32,4,6
2,0,1,0,0,1,8,0,0,1,0,3,4,0,0,0,0,44,7,4
8,0,0,0,0,1,2,1,0,1,1,4,4,0,0,0,0,33,6,8
3,0,2,0,0,1,148,0,0,3,0,10,9,3,3,2,3,90,35,104
2,0,1,0,0,1,12,2,0,0,1,4,6,0,0,0,0,22,5,3
3,0,1,0,0,1,19,0,0,0,0,2,4,0,0,0,3,30,8,10
1,0,0,0,0,1,11,0,0,0,0,3,4,0,0,0,0,7,3,1
4,0,3,0,0,2,11,1,0,1,0,3,6,0,1,0,1,60,18,13
1,0,1,0,0,1,9,1,0,1,2,2,5,0,0,0,0,31,6,8
1,0,0,0,0,1,37,0,0,0,1,1,5,0,0,0,0,33,10,9
1,1,0,0,0,1,3,0,0,1,0,3,5,1,0,0,0,34,11,4
16,0,3,0,0,1,11,1,1,1,2,5,5,0,0,0,0,48,20,20
1,0,0,0,0,1,205,0,0,2,0,1,5,0,0,0,0,0,7,0
9,1,10,0,0,1,104,1,0,2,2,16,19,2,0,5,1,179,21,38
1,0,1,0,0,1,24,0,0,0,0,2,4,0,0,1,0,42,11,11
60,15,21,0,0,5,331,3,0,6,11,107,161,7,9,2,12,758,214,482
2,0,0,0,0,1,14,2,0,1,1,4,6,0,0,1,0,19,5,8
3,10,3,0,0,1,1304,2,0,3,8,12,17,1,11,10,2,279,87,172
5,0,3,0,0,1,3,0,0,1,3,1,2,0,0,0,1,0,4,2
2,0,0,0,0,1,6,1,0,0,0,2,3,0,0,0,1,0,8,3
1,0,0,0,0,1,9,1,0,1,0,3,5,0,0,0,0,0,4,4
4,0,0,0,0,1,12,1,0,0,0,3,5,0,0,0,0,0,3,0
5,0,0,0,0,2,3,0,0,1,1,5,5,1,0,0,1,19,4,4
8,0,26,0,0,1,232,4,0,5,7,21,12,8,4,7,13,332,65,112
1,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,1,71,5,4
1,0,0,0,0,1,44,1,0,0,0,3,4,2,1,1,1,76,16,17
4,0,1,0,0,1,12,0,0,0,1,3,6,0,0,1,2,133,12,14
1,0,0,0,0,1,32,1,0,0,0,2,3,0,0,0,0,0,3,8
3,0,3,0,0,1,210,0,0,2,1,3,4,0,4,4,1,139,20,29
3,6,1,0,0,1,59,1,0,2,0,7,7,3,0,3,1,98,19,66
3,0,0,0,0,1,5,0,0,0,0,2,5,0,0,0,0,27,5,3
3,1,2,0,0,2,17,5,0,2,0,5,5,0,3,0,0,70,17,14
2,0,3,0,0,1,60,1,0,0,1,3,3,0,1,0,0,38,13,3
1,0,0,0,0,1,7,0,0,2,3,2,4,0,0,0,0,19,6,4
3,0,0,0,0,1,3,1,0,1,1,2,5,0,0,0,0,22,8,3
4,0,9,1,0,1,40,2,0,4,3,12,4,2,2,2,1,119,29,50
7,11,1,0,0,1,9,0,0,1,1,4,5,0,0,0,0,44,9,6
1,0,0,0,0,1,6,0,0,1,0,1,2,0,0,0,0,0,6,1
10,0,3,0,0,1,19,1,0,2,4,2,6,0,3,2,0,76,23,19
2,0,0,0,0,1,2,1,0,0,1,2,3,0,0,0,0,0,9,1
1,0,0,0,0,1,8,1,0,0,0,2,3,0,0,1,0,0,4,2
4,0,0,0,0,1,8,0,0,0,0,1,3,0,0,0,0,39,12,12
4,0,2,0,0,1,54,1,0,2,0,3,4,0,0,0,0,133,13,19
26,9,23,1,0,3,292,1,0,8,11,41,28,12,13,11,21,497,151,250
2,0,1,0,0,1,39,0,0,0,0,1,4,0,0,1,0,69,10,19
34,0,56,2,0,5,161,7,0,14,10,69,35,15,0,34,22,766,235,273
4,0,0,0,0,2,26,2,0,1,1,4,6,1,0,2,0,69,14,16
3,0,0,0,0,1,6,1,0,0,3,4,5,0,0,0,0,0,3,2
2,1,0,0,0,0,57,2,0,2,2,8,11,3,1,4,0,85,19,75
1,0,0,0,0,2,12,1,0,1,2,3,5,1,0,0,0,0,6,0
5,0,4,0,0,1,29,1,0,3,1,8,6,1,2,0,0,79,18,17
9,1,12,1,0,2,274,8,0,9,8,30,17,2,6,8,2,464,74,112
2,0,0,0,0,1,24,1,0,0,0,2,2,0,0,0,0,0,3,4
1,0,0,0,0,1,10,0,0,0,0,1,4,0,0,1,0,21,4,3
3,0,0,0,0,1,7,1,0,0,0,3,4,1,0,0,0,14,8,3
3,0,0,0,0,1,2,1,0,0,0,2,2,0,0,0,0,0,4,0
4,0,0,0,0,1,3,0,0,0,0,4,3,0,0,0,0,0,4,2
4,0,0,0,0,1,2,4,0,2,0,3,4,0,0,0,1,27,4,11
53,29,132,12,0,4,469,8,1,31,33,152,89,59,36,43,51,1975,531,609
2,0,8,0,0,2,104,1,0,2,4,12,17,0,2,5,1,298,69,62
6,0,3,0,0,1,38,3,0,1,3,11,4,2,1,1,2,172,24,26
1,0,0,0,0,1,16,0,0,0,4,5,5,1,0,0,0,41,8,9
1,0,4,0,0,1,17,2,0,0,0,3,7,1,2,1,2,74,33,28
3,0,0,0,0,1,15,1,0,0,0,2,5,0,0,0,0,14,6,3
2,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,3,0
2,0,1,0,0,1,41,2,0,0,0,2,3,0,1,0,0,39,11,14
2,0,0,0,0,1,2,0,0,0,0,2,5,1,0,0,0,45,7,6
4,1,1,0,0,1,3,0,0,0,0,2,3,0,0,0,0,47,7,4
3,0,1,0,0,1,10,1,0,1,0,5,2,1,0,0,1,20,6,18
2,0,1,0,0,1,6,1,0,0,2,2,2,0,0,0,0,0,4,2
3,0,0,0,0,1,2,0,0,0,0,2,3,0,0,0,0,0,5,4
1,0,1,0,0,1,10,0,0,1,0,2,6,0,0,0,0,19,2,3
1,0,0,0,0,1,2,1,0,0,2,2,4,0,0,0,0,17,9,4
1,0,3,0,0,1,560,0,0,0,0,3,10,0,1,0,1,106,12,21
4,0,2,0,0,0,15,0,0,0,0,2,4,0,0,0,1,27,9,5
3,0,8,1,0,3,36,3,0,2,3,17,6,3,0,1,3,135,27,36
7,0,6,0,0,1,36,2,0,3,0,7,5,2,1,0,3,150,26,54
1,0,1,0,0,1,8,0,0,0,0,1,3,1,0,0,0,14,4,2
10,0,5,0,0,1,13,3,0,1,1,4,9,0,0,0,0,104,13,13
3,0,0,0,0,2,12,1,0,0,2,2,4,0,0,0,0,11,4,5
2,1,2,0,0,1,10,1,0,0,0,2,5,1,0,0,0,51,9,10
2,0,5,0,1,1,84,2,0,4,5,13,8,5,3,3,5,292,71,95
3,0,0,0,0,1,71,1,0,0,1,3,3,0,1,0,0,39,7,3
2,0,2,0,0,1,51,1,0,3,1,5,7,1,4,1,2,93,20,31
3,0,1,0,0,1,27,1,0,0,0,2,5,1,1,2,1,41,9,23
4,2,8,0,0,2,38,0,0,5,0,10,6,1,3,2,5,154,26,33
2,0,1,0,0,1,4,0,0,1,0,1,2,0,1,0,0,20,4,4
7,0,1,0,0,1,7,0,0,0,0,2,3,1,0,0,0,17,5,4
1,0,0,0,0,1,4,0,0,2,0,1,4,0,0,0,0,18,4,3
5,0,1,0,0,0,144,2,0,1,2,7,9,2,0,3,2,146,60,77
2,0,0,0,0,1,1,0,0,0,1,3,4,0,0,0,0,0,8,0
53,48,60,9,0,8,941,10,0,32,28,165,115,54,44,69,28,1940,603,1206
6,0,6,1,0,1,22,1,0,2,0,15,6,0,0,3,2,140,32,30
10,0,4,0,0,1,23,0,0,0,1,5,10,1,0,0,0,112,21,27
2,0,0,0,0,1,6,0,0,0,0,1,2,0,0,0,0,0,3,0
2,0,5,0,0,3,100,0,0,2,1,5,3,2,1,3,0,115,23,30
7,0,10,0,0,4,33,1,0,4,4,16,9,4,2,5,6,127,46,41
2,0,0,0,0,1,2,0,0,0,0,2,3,0,0,0,0,0,3,0
5,0,1,0,0,1,64,1,0,2,1,1,5,1,0,0,1,0,14,10
4,0,1,0,0,1,17,1,0,1,3,6,4,0,0,0,0,46,14,14
1,0,0,0,0,1,52,0,0,0,0,1,3,0,0,0,0,0,2,0
20,0,18,0,0,5,204,5,0,4,10,38,19,5,6,10,3,358,105,177
6,2,13,1,0,1,217,3,1,6,4,36,14,6,7,14,9,330,90,165
1,0,0,0,0,1,36,0,0,1,0,1,4,1,0,0,0,46,9,6
1,0,1,0,0,1,53,2,0,0,2,4,3,0,0,0,2,38,4,7
1,0,0,0,0,1,5,0,0,0,0,3,4,1,0,0,0,0,5,0
3,0,0,0,0,1,188,2,0,1,1,3,4,0,1,0,2,107,10,12
3,0,4,0,0,1,185,1,0,2,0,7,4,0,1,0,0,97,16,16
4,0,0,0,0,2,3,1,0,0,0,2,4,2,0,1,0,28,5,7
1,0,3,0,0,1,25,1,0,2,0,4,5,1,1,1,0,65,21,19
1,0,0,0,0,1,437,0,0,1,0,2,5,0,0,0,2,92,10,12
2,0,1,0,0,1,14,1,0,2,0,2,4,0,0,1,1,64,10,9
3,0,0,0,0,1,10,0,0,0,1,1,2,1,0,0,1,12,5,0
9,0,12,1,0,3,42,1,0,3,1,16,8,1,1,4,5,146,38,47
1,0,0,0,0,1,14,0,0,0,0,2,3,1,0,0,0,0,5,0
1,0,3,1,0,1,54,1,0,1,2,19,6,0,4,3,0,182,53,45
15,0,26,0,0,4,124,7,0,4,10,35,19,6,2,5,8,361,88,118
1,0,0,0,0,1,10,0,0,0,2,3,4,0,1,0,0,26,9,4
2,0,0,0,0,1,11,0,0,0,0,1,2,1,0,0,0,14,7,2
5,0,6,0,0,1,58,1,0,0,1,9,17,0,0,0,1,186,26,36
4,0,0,0,0,1,16,1,0,0,0,3,6,0,0,0,1,29,11,8
30,0,20,2,0,3,76,6,0,5,4,34,23,10,9,13,7,364,95,131
2,0,2,0,0,1,900,2,0,1,7,7,6,3,3,2,1,322,45,69
5,0,1,0,0,1,16,2,0,1,0,3,5,0,0,1,0,32,9,9
2,0,5,0,0,1,73,1,0,1,1,7,4,2,0,0,1,89,27,47
7,0,8,0,0,2,72,2,0,1,3,12,11,3,3,1,0,143,33,38
7,0,0,1,0,1,274,1,0,1,3,14,6,1,2,4,1,170,31,64
26,0,42,4,0,3,386,7,1,11,22,134,41,23,18,36,20,1193,356,345
2,0,2,0,0,1,18,0,0,0,0,4,2,0,0,0,0,16,4,1
19,0,15,9,0,2,392,2,0,3,8,20,17,21,12,10,1,358,116,202
13,0,0,0,0,2,18,3,0,1,1,5,7,0,0,0,0,71,15,13
1,0,0,0,0,1,22,1,0,1,3,1,3,1,0,0,0,30,8,9
1,0,0,0,0,1,2,0,0,0,0,1,3,0,0,0,0,0,7,0
5,0,12,1,0,3,364,5,0,6,8,35,27,4,12,12,3,504,126,239
2,0,0,0,0,1,5,1,0,0,0,1,3,0,0,0,0,0,3,2
11,6,22,1,0,2,66,4,0,5,2,37,12,7,2,2,8,327,88,132
10,0,5,0,0,1,697,1,0,1,4,7,12,1,4,1,2,261,32,39
4,0,2,0,0,1,121,1,0,2,1,2,5,0,2,1,0,72,12,11
3,0,3,0,0,1,34,2,0,2,0,6,6,0,0,1,0,52,14,13
1,0,0,0,0,1,30,0,0,0,0,2,5,1,0,0,0,30,4,1
2,0,0,0,0,1,281,0,0,1,0,2,5,1,1,0,0,51,11,5
20,0,85,4,0,5,552,5,0,15,24,126,54,9,37,25,7,1411,394,438
3,0,3,0,0,1,9,0,0,1,0,3,4,0,0,0,1,43,7,13
3,0,1,0,0,1,14,2,0,2,1,3,5,2,4,0,1,91,19,24
2,0,1,0,0,1,195,1,0,0,0,2,6,0,0,0,0,46,10,3
5,0,0,0,0,1,3,2,0,0,0,2,4,0,0,0,0,14,6,14
24,0,46,1,0,3,255,4,0,7,13,110,30,13,15,30,8,796,209,272
45,0,66,3,0,8,598,11,6,20,48,112,74,6,48,31,15,2081,467,334
6,0,11,0,0,1,44,1,0,4,2,16,9,1,3,2,1,136,51,66
46,2,54,6,0,3,336,10,0,30,18,115,50,36,24,53,23,1286,355,393
20,28,161,11,0,7,563,8,0,33,43,152,89,25,56,35,16,2190,704,357
3,0,3,0,0,1,532,1,0,1,1,2,4,0,2,1,0,52,12,4
7,0,22,1,0,1,40,1,0,4,1,13,14,3,3,2,0,245,52,41
4,0,0,0,0,1,14,1,0,0,1,2,5,0,1,0,1,47,8,9
14,0,2,0,0,2,31,3,3,3,2,17,7,8,5,12,20,227,74,56
4,0,0,0,0,1,10,0,0,0,0,2,6,0,0,0,1,42,14,12
15,2,63,5,0,2,2389,6,7,26,30,94,38,21,25,22,3,1364,342,427
2,0,3,1,0,1,37,1,0,2,0,5,4,0,4,2,4,112,26,15
5,2,8,0,0,1,37,1,0,3,2,9,4,1,7,1,0,169,35,26
1,3,37,0,0,0,1045,5,1,8,44,37,16,9,19,7,2,1164,198,265
3,0,6,0,0,1,41,0,0,4,1,7,6,0,2,0,0,137,16,23
75,0,211,19,0,6,1196,9,9,49,83,203,149,25,103,45,48,3707,1044,853
11,0,16,1,0,1,24,2,0,2,2,12,6,3,0,2,0,84,28,18
13,0,32,7,0,1,219,7,2,12,18,60,32,7,14,26,7,734,186,157
2,0,2,0,0,2,9,0,0,1,4,4,4,0,3,0,0,40,12,11
90,2,225,15,0,12,938,26,0,71,125,450,220,92,119,178,74,4549,1326,1351
5,0,8,1,0,1,265,1,0,7,8,25,8,1,3,6,1,278,81,54
3,0,0,0,0,1,10,1,0,0,2,3,4,0,1,0,0,30,9,10
7,0,16,0,0,3,101,1,0,5,5,12,15,2,3,7,3,349,55,64
18,0,7,0,0,1,33,1,0,0,2,7,6,2,2,1,2,163,30,38
4,0,0,0,0,1,4,1,0,0,1,3,4,1,0,0,1,18,4,2
7,3,16,0,0,1,68,2,0,2,3,27,5,4,3,4,1,197,57,79
9,0,34,0,0,1,134,1,0,7,9,20,14,3,8,4,4,429,103,78
5,0,0,0,0,1,25,1,0,0,0,1,5,1,1,0,0,23,6,4
3,0,5,0,0,1,19,0,0,0,1,5,3,0,0,0,0,77,18,10
4,0,2,0,0,1,54,2,0,0,2,8,7,1,3,2,1,113,19,29
4,0,0,0,0,1,7,0,0,1,0,2,5,0,2,0,0,29,8,7
2,0,8,0,0,1,47,0,0,1,4,4,9,0,3,3,1,110,35,36
2,0,1,0,0,1,8,0,0,0,0,3,5,0,1,1,1,25,4,3
3,0,1,0,0,1,413,1,0,1,1,2,5,1,1,0,0,63,10,5
14,2,116,5,0,1,739,3,2,25,16,71,42,14,37,35,28,1564,414,306
9,3,8,0,0,1,151,3,0,8,10,27,23,5,10,3,3,415,96,156
2,0,0,0,0,1,24,0,0,5,2,9,3,3,0,2,0,86,14,16
2,0,0,0,0,1,14,1,0,0,1,5,6,1,0,0,0,39,12,9
10,1,39,0,0,9,98,1,0,3,7,25,10,2,7,5,0,399,149,113
8,0,4,0,0,1,24,0,0,3,2,15,10,1,2,2,0,139,34,38
4,0,13,0,0,7,49,1,0,2,3,9,8,1,5,2,2,204,59,44
21,0,200,34,0,15,667,3,0,42,71,157,121,86,80,73,83,2571,1012,898
2,0,6,0,0,1,29,0,1,0,0,5,6,1,3,0,0,65,19,20
25,0,22,2,0,3,505,10,0,22,18,48,34,8,7,8,11,621,132,244
12,0,16,0,0,5,118,2,0,7,9,22,19,1,7,11,3,395,98,68
61,2,73,5,0,6,387,10,2,27,30,113,68,28,22,86,16,1313,367,311
2,0,7,0,0,2,181,1,22,2,1,13,9,1,1,2,0,205,50,47
22,9,38,0,0,5,150,3,1,9,21,54,43,9,19,18,10,659,211,240
8,1,41,1,0,5,186,2,0,7,10,34,29,1,19,6,4,639,181,151
13,0,6,0,0,1,40,1,0,2,0,6,10,0,2,0,0,220,37,19
13,0,13,0,0,1,26,2,0,3,7,6,9,0,5,1,1,187,28,25
16,3,34,1,0,5,162,8,33,6,16,72,37,17,29,14,5,820,284,311
1,0,2,0,0,1,330,1,0,1,1,5,5,0,0,0,0,58,13,12
49,3,91,5,0,7,563,14,4,24,42,120,65,28,46,88,23,1761,483,442
7,0,26,1,0,2,416,1,6,10,10,45,39,1,14,22,5,676,169,134
4,0,3,0,0,1,58,1,0,1,1,6,6,1,5,1,0,99,19,24
3,0,2,0,0,1,9,0,16,1,1,2,4,1,1,0,0,37,9,6
25,0,3,0,0,1,22,2,2,2,1,10,7,0,3,1,2,78,24,15
16,35,27,0,0,2,97,4,0,7,11,29,15,5,8,9,3,597,125,123
8,0,5,0,0,2,14,0,0,3,0,9,7,1,1,3,1,78,25,25
2,0,12,0,0,1,42,1,0,5,4,8,7,1,0,4,1,171,50,32
4,0,3,0,0,0,14,0,0,2,0,2,5,2,0,1,0,127,9,15
3,3,4,0,0,1,22,0,0,0,5,7,5,1,1,3,2,96,24,31
12,0,22,2,1,2,101,4,0,2,8,36,13,6,14,12,10,456,135,115
8,4,7,0,0,1,93,2,1,1,2,16,9,7,1,6,4,233,84,84
10,1,37,1,0,2,154,3,0,9,18,42,28,2,20,8,1,693,166,103
7,0,3,0,0,1,39,1,0,2,1,15,13,1,2,1,2,109,40,34
22,3,33,1,0,2,203,7,1,9,16,38,22,8,15,10,4,700,231,147
2,0,5,0,0,1,24,0,0,1,0,2,4,2,1,0,0,77,12,12
9,0,14,0,0,3,132,0,0,6,4,22,11,2,7,11,9,372,95,94
4,0,2,0,0,2,123,0,1,1,1,4,7,0,0,0,0,31,18,12
120,36,102,17,0,5,692,22,0,59,69,243,156,51,95,114,38,3781,936,926
15,0,5,0,0,2,92,3,0,4,2,16,13,8,2,1,0,181,43,75
12,0,15,0,0,2,83,1,0,3,7,23,20,3,8,4,4,369,84,103
35,0,141,6,0,5,893,7,0,50,57,180,107,47,55,89,29,2725,768,640
3,0,13,3,0,1,629,1,0,9,8,26,21,6,2,4,0,327,72,83
15,5,15,0,0,4,116,2,0,6,7,31,24,11,7,6,8,340,90,101
4,0,5,0,0,1,33,0,0,2,0,6,10,2,2,1,0,78,14,8
6,1,3,0,0,1,163,1,0,3,1,2,8,0,0,0,0,191,40,37
2,0,3,0,0,1,59,2,0,3,4,12,7,2,5,1,0,114,23,25
2,0,0,0,0,1,16,1,0,2,0,4,4,1,0,0,0,53,9,8
4,0,1,0,0,1,20,0,4,0,1,5,5,0,0,1,2,61,19,16
6,0,23,0,0,1,65,2,1,6,4,36,15,5,4,7,5,265,89,90
9,0,1,0,0,1,24,1,0,0,0,10,5,0,0,4,1,46,9,15
3,0,15,0,0,1,69,2,1,5,2,15,3,2,0,2,0,175,32,43
95,2,175,6,0,8,565,18,5,47,63,260,154,56,74,94,73,2647,881,972
1,0,1,0,0,1,4,0,0,1,0,1,5,0,0,0,1,0,5,0
4,4,11,0,0,1,183,1,2,4,4,15,10,1,8,7,2,291,54,51
4,1,0,0,0,1,20,0,0,0,1,2,5,1,1,1,0,49,11,17
